mOTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
5586	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella	Gallionella sp001801025
5587	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella	Gallionella capsiferriformans
5588	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella	Gallionella sp001801175
5589	Bacteria	Proteobacteria	Gammaproteobacteria	CAISUE01	CAISUE01	HIGHO2-12-38-15	HIGHO2-12-38-15 sp001801745
5590	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	2-02-FULL-42-43	2-02-FULL-42-43 sp001802455
5591	Bacteria	Proteobacteria	Gammaproteobacteria	UBA12402	UBA12402	O2-02-FULL-42-9	O2-02-FULL-42-9 sp001801405
5592	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	2-02-FULL-42-43	2-02-FULL-42-43 sp001801425
5593	Bacteria	Proteobacteria	Gammaproteobacteria	UBA4486	UBA4486	2-02-FULL-47-50	2-02-FULL-47-50 sp001801885
5594	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	YD12-FULL-61-37	YD12-FULL-61-37 sp001801995
5595	Bacteria	Desulfobacterota_F	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	Pseudopelobacter	Pseudopelobacter sp001802125
5596	Bacteria	Patescibacteria	Paceibacteria	WO2-41-13	2-01-FULL-45-33	GWA1-44-25	GWA1-44-25 sp001778635
5598	Bacteria	Patescibacteria	Paceibacteria	WO2-41-13	2-01-FULL-45-33	2-01-FULL-45-33	2-01-FULL-45-33 sp001778595
5599	Bacteria	Patescibacteria	Paceibacteria	WO2-41-13	UBA11713	UBA11713	UBA11713 sp001778985
5600	Bacteria	Patescibacteria	Microgenomatia	2-02-FULL-39-11	2-02-FULL-39-11	2-02-FULL-39-14	2-02-FULL-39-14 sp001779205
5601	Bacteria	Patescibacteria	Microgenomatia	2-02-FULL-39-11	2-02-FULL-39-11	2-02-FULL-40-10	2-02-FULL-40-10 sp001779115
5602	Bacteria	Patescibacteria	Paceibacteria	UBA6257	WO2-44-18	WO2-44-18	WO2-44-18 sp001817915
5603	Bacteria	Patescibacteria	Paceibacteria	UBA6257	WO2-44-18	2-02-FULL-40-20	2-02-FULL-40-20 sp001818675
5604	Bacteria	Patescibacteria	Paceibacteria	UBA6257	02-FULL-45-10c	2-02-FULL-42-16	2-02-FULL-42-16 sp001818695
5605	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	Zambryskibacteraceae	UBA5004	NA
5606	Bacteria	Patescibacteria	Paceibacteria	UBA6257	02-FULL-45-10c	02-FULL-45-10c	02-FULL-45-10c sp001818705
5607	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	UBA2268	XYC2-FULL-35-21	XYC2-FULL-35-21 sp001804705
5608	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	RBG-16-34-14	RBG-16-34-14 sp001802795
5609	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	XYD12-FULL-36-8	XYD12-FULL-36-8 sp001803045
5610	Bacteria	Bacteroidota	UBA10030	UBA10030	UBA10030	2-02-FULL-55-14	2-02-FULL-55-14 sp001802945
5611	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	XYB12-FULL-38-5	XYB12-FULL-38-5 sp001803165
5612	Bacteria	Patescibacteria	Paceibacteria	WO2-41-13	H02-45-28	HO2-45-28	HO2-45-28 sp001819395
5613	Bacteria	Patescibacteria	Paceibacteria	UBA6257	MFKM01	MFKM01	MFKM01 sp001779575
5614	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103	UBA10103 sp001783335
5615	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	2-01-FULL-51-21	2-01-FULL-51-21 sp001781435
5616	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	C7867-001	C7867-001 sp001781095
5617	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103	UBA10103 sp001781105
5618	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103	UBA10103 sp001781275
5619	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103	UBA10103 sp001781175
5620	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103	UBA10103 sp001781335
5621	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103	UBA10103 sp001781445
5622	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	HO2-49-34	HO2-49-34 sp001783515
5623	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	C7867-001	NA
5624	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	C7867-001	C7867-001 sp001781625
5625	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	OLB19	OLB19 sp001781415
5626	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA10103	UBA10103 sp001781555
5627	Bacteria	Patescibacteria	Kazan-3B-28	Kazan-3B-28	Kazan-3B-28	Kazan-3B-28	Kazan-3B-28 sp001771185
5628	Bacteria	Patescibacteria	Kazan-3B-28	Kazan-3B-28	UBA10110	2-01-FULL-49-10	2-01-FULL-49-10 sp001771275
5629	Bacteria	Patescibacteria	ABY1	UBA9570	HO2-48-17	WO2-43-9	WO2-43-9 sp001818315
5630	Bacteria	Patescibacteria	ABY1	UBA9570	XYC2-FULL-38-9	XYC2-FULL-38-9	XYC2-FULL-38-9 sp001818355
5631	Bacteria	Patescibacteria	ABY1	UBA1558	2-01-FULL-52-15	2-01-FULL-52-15	2-01-FULL-52-15 sp001818365
5632	Bacteria	Patescibacteria	ABY1	UBA1558	GWA2-36-10	XYD1-37-29	XYD1-37-29 sp001818495
5633	Bacteria	Verrucomicrobiota	Kiritimatiellae	UBA8416	YA12-FULL-60-10	YA12-FULL-60-10	YA12-FULL-60-10 sp001803315
5634	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	GWA1-39-11	2-01-FULL-36-15	2-01-FULL-36-15 sp001782015
5635	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	01-FULL-36-15b	01-FULL-36-15b sp001782035
5636	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	2-01-FULL-38-21	2-01-FULL-38-21 sp001782085
5637	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	2-01-FULL-37-20	2-01-FULL-37-20 sp001784115
5638	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	GWB1-37-8	GWB1-37-8 sp001783805
5639	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	GWA1-39-11	GWA1-39-11	GWA1-39-11 sp001782235
5640	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	2-01-FULL-38-13	2-01-FULL-38-13 sp001782165
5641	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	2-01-FULL-42-15	2-01-FULL-42-15 sp001784055
5642	Bacteria	Patescibacteria	Microgenomatia	Levybacterales	UBA12049	2-02-FULL-37-13	2-02-FULL-37-13 sp001782195
5643	Bacteria	Patescibacteria	Paceibacteria	UBA6257	XYD1-FULL-40-9	NA	NA
5644	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	2-01-FULL-56-20	2-01-FULL-56-20 sp001818655
5645	Bacteria	Patescibacteria	Paceibacteria	UBA6257	XYB1-36-10	XYB1-36-10	XYB1-36-10 sp001821375
5646	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA6899	UBA6899	UBA6899 sp001821395
5647	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA6899	UBA6899	UBA6899 sp001819095
5648	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA6899	UBA6899	UBA6899 sp001821435
5649	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2135	NA	NA
5650	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	UBA922	XYB1-40-15	XYB1-40-15 sp001782825
5651	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	UBA922	2-12-FULL-41-16	2-12-FULL-41-16 sp001782805
5652	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	2-02-FULL-50-9b	2-02-FULL-50-9b	2-02-FULL-50-9b sp001782975
5653	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	UBA922	UBA10181	UBA10181 sp001784285
5654	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	UBA922	XYB1-40-15	XYB1-40-15 sp001783185
5655	Bacteria	Patescibacteria	ABY1	Magasanikbacterales	GWA2-37-8	XYD2-FULL-39-9	XYD2-FULL-39-9 sp001783215
5656	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pararhizobium	Pararhizobium antarcticum
5657	Bacteria	Cyanobacteria	Vampirovibrionia	2-02-FULL-35-15	2-02-FULL-35-15	2-02-FULL-35-15	2-02-FULL-35-15 sp001784585
5658	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	UBA9579	UBA9579	UBA9579 sp001784615
5659	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_C	Synechococcus_C sp001631935
5660	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	2-12-FULL-40-10	2-12-FULL-40-10	2-12-FULL-40-10 sp001784725
5661	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	UBA1568	UBA1568	UBA1568 sp001784735
5662	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	UBA11712	UBA11712	UBA11712 sp001784875
5663	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	2-02-FULL-66-22	2-02-FULL-66-22	2-02-FULL-66-22 sp001771285
5664	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	MHMH01	2-02-FULL-43-13	2-02-FULL-43-13 sp001819295
5665	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	GWA2-38-27	XYB1-FULL-40-15	XYB1-FULL-40-15 sp001821555
5666	Bacteria	Nitrospinota	UBA9942	UBA9942	UBA9942	PLOWO2-12-39-15	PLOWO2-12-39-15 sp001804915
5667	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	UBA9935	GWB2-47-37	GWB2-47-37 sp001803635
5668	Bacteria	Nitrospirota	UBA9217	UBA9217	UBA9217	GWC2-56-14	NA
5669	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	UBA1546	UBA1546	UBA1546 sp001805105
5670	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	2-02-FULL-62-14	2-02-FULL-62-14 sp001805245
5672	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA9973	UBA9973	UBA9973 sp001786745
5673	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA9973	UBA9973	UBA9973 sp001785675
5674	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA9973	UBA9973	UBA9973 sp001786765
5675	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA9973	UBA9973	UBA9973 sp001786835
5676	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA9973	UBA9973	UBA9973 sp001786835/sp001787005
5677	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA9973	UBA9973	UBA9973 sp001785865
5678	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA9973	2-01-FULL-42-20	2-01-FULL-42-20 sp001785965
5679	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA9973	2-01-FULL-33-17	2-01-FULL-33-17 sp001786995
5680	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA9973	UBA9973	UBA9973 sp001787125
5681	Bacteria	Omnitrophota	Omnitrophia	Omnitrophales	2-12-FULL-44-17	2-12-FULL-44-17	2-12-FULL-44-17 sp001804285
5682	Bacteria	Omnitrophota	Omnitrophia	Omnitrophales	01-FULL-45-10b	01-FULL-45-10b	01-FULL-45-10b sp001804205
5683	Bacteria	Omnitrophota	Koll11	UBA1560	2-01-FULL-45-10	2-01-FULL-45-10	2-01-FULL-45-10 sp001804065
5684	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	Staskawiczbacteraceae	UBA11703	UBA11703 sp001822075
5685	Bacteria	Omnitrophota	Koll11	UBA10015	Kpj58rc	UBA12451	UBA12451 sp001805965
5686	Bacteria	Omnitrophota	Koll11	UBA10015	Kpj58rc	UBA10174	UBA10174 sp003528115
5687	Bacteria	Omnitrophota	Koll11	UBA9649	UBA9649	UBA9649	UBA9649 sp001804415
5688	Bacteria	Omnitrophota	Koll11	GIF10	UBA12090	GWF2-43-52	GWF2-43-52 sp001805445
5689	Bacteria	Omnitrophota	Koll11	UBA10015	Kpj58rc	2-02-FULL-48-11	2-02-FULL-48-11 sp001805615
5690	Bacteria	Omnitrophota	Koll11	UBA10015	Kpj58rc	O2-FULL-52-10	O2-FULL-52-10 sp001805645
5691	Bacteria	Patescibacteria	Microgenomatia	UBA1400	PJMF01	UM-FILTER-42-14	NA
5692	Bacteria	Patescibacteria	Microgenomatia	UBA1400	PJMF01	UBA10119	UBA10119 sp001787405
5693	Bacteria	Patescibacteria	Gracilibacteria	UBA1369	LOWO2-01-FULL-3	2-01-FULL-39-12	2-01-FULL-39-12 sp001787455
5694	Bacteria	Patescibacteria	Gracilibacteria	UBA1369	UBA12470	XYC2-FULL-41-22	XYC2-FULL-41-22 sp001788795
5695	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	2-02-FULL-49-16	2-02-FULL-49-16 sp001788955
5696	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	2-02-FULL-52-16	2-02-FULL-52-16 sp001787535
5697	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	01-FULL-54-110	01-FULL-54-110 sp001789045
5698	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	2-12-FULL-55-11	2-12-FULL-55-11 sp001788925
5699	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	2-02-FULL-51-10	2-02-FULL-51-10 sp001788965
5700	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	2-12-FULL-55-11	2-12-FULL-55-11 sp001787585
5701	Bacteria	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	UBA9631	UBA9631 sp003483925
5702	Bacteria	Planctomycetota	Brocadiae	Brocadiales	Brocadiaceae	2-12-FULL-39-13	2-12-FULL-39-13 sp001824485
5703	Bacteria	Planctomycetota	Brocadiae	Brocadiales	2-02-FULL-50-16-A	2-02-FULL-50-16-A	2-02-FULL-50-16-A sp001828605
5704	Bacteria	Planctomycetota	Brocadiae	Brocadiales	Scalinduaceae	Scalindua	Scalindua sp001828595
5705	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp001830325
5706	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp000342265
5707	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter duraquae
5708	Bacteria	Patescibacteria	Paceibacteria	Portnoybacterales	UBA2143	WO2-40-15	WO2-40-15 sp001819555
5709	Bacteria	Patescibacteria	Paceibacteria	Portnoybacterales	UBA2143	WO2-40-15	WO2-40-15 sp001819605
5710	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cypionkella	Cypionkella sp001828855
5713	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	Rhodoferax ferrireducens
5714	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	2-02-FULL-58-16	2-02-FULL-58-16	2-02-FULL-58-16 sp001830425
5715	Bacteria	Patescibacteria	Microgenomatia	UBA1406	GWC2-37-13	2-01-FULL-40-42	2-01-FULL-40-42 sp001789965
5716	Bacteria	Patescibacteria	Microgenomatia	UBA1406	GWC2-37-13	2-01-FULL-40-13	2-01-FULL-40-13 sp001789635
5717	Bacteria	Patescibacteria	Microgenomatia	UBA1406	GWC2-37-13	2-01-FULL-40-13	2-01-FULL-40-13 sp001789695
5718	Bacteria	Patescibacteria	Microgenomatia	UBA1406	GWC2-37-13	UBA1450	UBA1450 sp001789555
5719	Bacteria	Patescibacteria	Microgenomatia	UBA1406	HO2-37-13b	2-12-FULL-37-7b	2-12-FULL-37-7b sp001788095
5720	Bacteria	Patescibacteria	WWE3	UBA101185	UBA10185	MEVN01	MEVN01 sp001772985
5721	Bacteria	Patescibacteria	Microgenomatia	UBA1406	HO2-37-13b	2-01-FULL-39-19	2-01-FULL-39-19 sp001789725
5722	Bacteria	Patescibacteria	Microgenomatia	UBA1406	GWC2-37-13	2-01-FULL-40-13	2-01-FULL-40-13 sp001789745
5723	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	Zambryskibacteraceae	UBA5004	NA
5724	Bacteria	Patescibacteria	Microgenomatia	UBA1406	HO2-37-13b	2-01-FULL-39-24	2-01-FULL-39-24 sp001789445
5725	Bacteria	Patescibacteria	Microgenomatia	UBA1406	GWC2-37-13	O2-01-FULL-39-8	O2-01-FULL-39-8 sp001789355
5726	Bacteria	Patescibacteria	Microgenomatia	UBA1406	HO2-37-13b	HO2-37-13b	HO2-37-13b sp001789395
5727	Bacteria	Patescibacteria	Microgenomatia	UBA1406	GWC2-37-13	2-01-FULL-40-13	2-01-FULL-40-13 sp001789645
5728	Bacteria	Patescibacteria	Microgenomatia	UBA1406	GWC2-37-13	2-01-FULL-40-13	2-01-FULL-40-13 sp001788015
5729	Bacteria	Patescibacteria	Microgenomatia	UBA1406	HO2-37-13b	2-02-FULL-43-11-A	2-02-FULL-43-11-A sp001789515
5730	Bacteria	Patescibacteria	Microgenomatia	UBA1406	GWC2-37-13	2-01-FULL-41-22	2-01-FULL-41-22 sp001789805
5731	Bacteria	Patescibacteria	Microgenomatia	UBA1406	GWC2-37-13	YC2-FULL-38-9	YC2-FULL-38-9 sp001790095
5732	Bacteria	Patescibacteria	Microgenomatia	UBA1406	UBA1406	UBA1406	UBA1406 sp001788295
5733	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	GWA2-73-35	UBA12499	UBA12499 sp001788395
5734	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	GWA2-73-35	GWA2-73-35	GWA2-73-35 sp001788495
5735	Bacteria	Patescibacteria	Paceibacteria	Ryanbacterales	GWA2-47-10b	HO2-45-13	HO2-45-13 sp001821765
5736	Bacteria	Patescibacteria	Paceibacteria	Ryanbacterales	2-02-FULL-48-12	02-FULL-45-17b	02-FULL-45-17b sp001819815
5737	Bacteria	Patescibacteria	Paceibacteria	Ryanbacterales	2-02-FULL-48-12	2-02-FULL-48-12	2-02-FULL-48-12 sp001819875
5738	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	2011-GWC2-44-17	2011-GWC2-44-17 sp001790515
5739	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10212	2-01-FULL-49-22	NA
5740	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10212	2-01-FULL-49-22	2-01-FULL-49-22 sp001788565
5741	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	H02-43-30	HO2-43-30	HO2-43-30 sp001819985
5742	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp001829005
5743	Bacteria	Spirochaetota	GWE2-31-10	GWE2-31-10	GWE2-31-10	GWC1-27-15	GWC1-27-15 sp001829125
5744	Bacteria	Spirochaetota	Spirochaetia	Treponematales	UBA12059	UBA12059	UBA12059 sp001829185
5745	Bacteria	Spirochaetota	GWE2-31-10	GWE2-31-10	GWE2-31-10	GWE2-31-10	GWE2-31-10 sp001829315
5746	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	Staskawiczbacteraceae	NA	NA
5747	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	Staskawiczbacteraceae	2-02-FULL-34-10	2-02-FULL-34-10 sp001821915
5748	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	Staskawiczbacteraceae	2-01-FULL-40-39	2-01-FULL-40-39 sp001820095
5749	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	Staskawiczbacteraceae	2-02-FULL-43-16	2-02-FULL-43-16 sp001821935
5750	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	Staskawiczbacteraceae	XYD1-FULL-39-28	XYD1-FULL-39-28 sp001822065
5751	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	Sulfurimonas sp001829675
5752	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	Sulfurimonas sp001829785
5753	Bacteria	Patescibacteria	Paceibacteria	Sungbacterales	GWA2-42-14	2-01-FULL-51-34	2-01-FULL-51-34 sp001820785
5754	Bacteria	Patescibacteria	Paceibacteria	Sungbacterales	HO2-52-23	WO2-54-10	WO2-54-10 sp001820725
5755	Bacteria	Patescibacteria	Paceibacteria	Sungbacterales	SURF-37	NA	NA
5756	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA11359_C	HO2-43-120	HO2-43-120 sp001821295
5757	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA11359_A	2-02-FULL-43-11	2-02-FULL-43-11 sp001820955
5758	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	PALSA-1337	C7867-002	C7867-002 sp001821055
5759	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA11359_A	01-FULL-45-34b	01-FULL-45-34b sp001822675
5760	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA11359_A	2-02-FULL-48-16	2-02-FULL-48-16 sp001821135
5761	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA11359_A	2-02-FULL-44-35	2-02-FULL-44-35 sp001822695
5762	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA11359_A	NA	NA
5763	Bacteria	Nitrospinota_A	UBA8248	UBA8248	UBA8248	2-12-FULL-69-37	2-12-FULL-69-37 sp001790955
5764	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	UBA2284	UBA2284 sp001830045
5765	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	UBA2284	UBA2284 sp003518475
5766	Bacteria	Patescibacteria	Paceibacteria	Terrybacterales	GWB1-40-14	GWB1-40-14	GWB1-40-14 sp001822815
5767	Bacteria	Patescibacteria	Paceibacteria	Terrybacterales	2-01-FULL-58-14	2-01-FULL-48-14	2-01-FULL-48-14 sp001822835
5768	Bacteria	Patescibacteria	Paceibacteria	Terrybacterales	2-01-FULL-58-14	2-01-FULL-58-14	2-01-FULL-58-14 sp001824745
5769	Bacteria	Patescibacteria	Paceibacteria	UBA9983	UBA9983	SURF-57	NA
5770	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae_B	UBA12037	UBA12037 sp003527485
5771	Bacteria	Patescibacteria	ABY1	SG8-24	GWF2-40-263	XYB2-FULL-45-11	XYB2-FULL-45-11 sp001791305
5772	Bacteria	Patescibacteria	ABY1	SG8-24	GWA2-47-26	GWA2-47-26	GWA2-47-26 sp001790815
5773	Bacteria	Patescibacteria	ABY1	SG8-24	UBA11717	2-02-FULL-53-10	2-02-FULL-53-10 sp001791035
5774	Bacteria	Patescibacteria	ABY1	SG8-24	2-12-FULL-60-25	2-12-FULL-60-25	2-12-FULL-60-25 sp001791275
5775	Bacteria	Patescibacteria	ABY1	2-02-FULL-49-11	2-02-FULL-49-11	NA	NA
5776	Bacteria	Patescibacteria	ABY1	SG8-24	GWF2-40-263	YC12-FULL-57-11	YC12-FULL-57-11 sp001791645
5777	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	O2-12-FULL-45-9	O2-12-FULL-45-9 sp001823215
5779	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	01-FULL-49-22b	01-FULL-49-22b sp001823165
5780	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	2-12-FULL-40-12	2-12-FULL-40-12	2-12-FULL-40-12 sp001823315
5781	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	RBG-16-42-24	NA
5782	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	NA	NA
5783	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	HO2-FULL-38-9	HO2-FULL-38-9 sp001793095
5784	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	2-01-FULL-39-21	2-01-FULL-39-21 sp001792305
5785	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	2-01-FULL-39-21	2-01-FULL-39-21 sp001792535
5787	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	RBG-16-42-24	RBG-16-42-24 sp001792115
5788	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	WO2-39-10b	WO2-39-10b sp001792215
5789	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	WO2-FULL-39-9	NA
5790	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	NA	NA
5791	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	WO2-FULL-39-9	WO2-FULL-39-9 sp001793155
5792	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	2-01-FULL-44-10	2-01-FULL-44-10 sp001792465
5793	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	01-FULL-44-24b	01-FULL-44-24b sp001793235
5794	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	NA	NA
5795	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA8517	NA	NA
5796	Bacteria	Patescibacteria	Paceibacteria	UBA6257	UBA9933	WO2-47-17b	WO2-47-17b sp001793865
5797	Bacteria	Patescibacteria	Paceibacteria	UBA6257	UBA9933	UBA9933	UBA9933 sp001793945
5798	Bacteria	Margulisbacteria	WOR-1	O2-12-FULL-45-9	XYB2-FULL-48-7	2-01-FULL-53-15	2-01-FULL-53-15 sp001772335
5799	Bacteria	Margulisbacteria	WOR-1	O2-12-FULL-45-9	O2-12-FULL-45-9	O2-12-FULL-45-9-A	O2-12-FULL-45-9-A sp001771365
5800	Bacteria	Margulisbacteria	WOR-1	XYC2-FULL-46-14	XYC2-FULL-37-10	XYB2-FULL-36-35	XYB2-FULL-36-35 sp001771505
5801	Bacteria	Margulisbacteria	WOR-1	XYC2-FULL-46-14	XYC2-FULL-46-14	XYC2-FULL-46-14	XYC2-FULL-46-14 sp001771585
5802	Bacteria	Margulisbacteria	WOR-1	O2-12-FULL-45-9	XYB2-FULL-48-7	XYB2-FULL-45-9	XYB2-FULL-45-9 sp001771575
5803	Bacteria	Margulisbacteria	WOR-1	XYC2-FULL-46-14	XYC2-FULL-37-10	XYC2-FULL-37-10	XYC2-FULL-37-10 sp001771535
